"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
,,,25 Mar 2027 11:30:01.978,25 Mar 2027 11:30:11.418,9.440,,,
,,,25 Mar 2027 12:31:34.316,25 Mar 2027 12:31:43.790,9.474,,,
,,,25 Mar 2027 13:05:47.918,25 Mar 2027 13:05:57.360,9.441,,,
,,,25 Mar 2027 14:07:20.197,25 Mar 2027 14:07:29.670,9.473,,,
,,,25 Mar 2027 14:41:33.861,25 Mar 2027 14:41:43.301,9.440,,,
,,,25 Mar 2027 15:43:06.078,25 Mar 2027 15:43:15.550,9.472,,,
,,,25 Mar 2027 16:17:19.808,25 Mar 2027 16:17:29.246,9.438,,,
,,,25 Mar 2027 17:18:51.959,25 Mar 2027 17:19:01.431,9.471,,,
,,,25 Mar 2027 17:53:05.749,25 Mar 2027 17:53:15.185,9.435,,,
,,,25 Mar 2027 18:54:37.841,25 Mar 2027 18:54:47.311,9.470,,,
,,,25 Mar 2027 19:28:51.690,25 Mar 2027 19:29:01.128,9.438,,,
,,,25 Mar 2027 20:30:23.722,25 Mar 2027 20:30:33.191,9.470,,,
,,,25 Mar 2027 21:04:37.634,25 Mar 2027 21:04:47.069,9.435,,,
,,,25 Mar 2027 22:06:09.604,25 Mar 2027 22:06:19.072,9.469,,,
,,,25 Mar 2027 22:40:23.579,25 Mar 2027 22:40:33.014,9.435,,,
,,,25 Mar 2027 23:41:55.485,25 Mar 2027 23:42:04.953,9.468,,,
,,,26 Mar 2027 00:16:09.523,26 Mar 2027 00:16:18.954,9.431,,,
,,,26 Mar 2027 01:17:41.367,26 Mar 2027 01:17:50.834,9.467,,,
,,,26 Mar 2027 01:51:55.466,26 Mar 2027 01:52:04.897,9.431,,,
,,,26 Mar 2027 02:53:27.249,26 Mar 2027 02:53:36.715,9.466,,,
,,,26 Mar 2027 03:27:41.409,26 Mar 2027 03:27:50.839,9.430,,,
,,,26 Mar 2027 04:29:13.131,26 Mar 2027 04:29:22.596,9.465,,,
,,,26 Mar 2027 05:03:27.350,26 Mar 2027 05:03:36.781,9.431,,,
,,,26 Mar 2027 06:04:59.013,26 Mar 2027 06:05:08.477,9.464,,,
,,,26 Mar 2027 06:39:13.298,26 Mar 2027 06:39:22.727,9.429,,,
,,,26 Mar 2027 07:40:44.895,26 Mar 2027 07:40:54.358,9.463,,,
,,,26 Mar 2027 08:14:59.241,26 Mar 2027 08:15:08.670,9.429,,,
,,,26 Mar 2027 09:16:30.777,26 Mar 2027 09:16:40.240,9.462,,,
,,,26 Mar 2027 09:50:45.185,26 Mar 2027 09:50:54.610,9.425,,,
,,,26 Mar 2027 10:52:16.660,26 Mar 2027 10:52:26.121,9.461,,,
,,,26 Mar 2027 11:26:31.129,26 Mar 2027 11:26:40.553,9.424,,,
,,,26 Mar 2027 12:28:02.542,26 Mar 2027 12:28:12.003,9.461,,,
,,,26 Mar 2027 13:02:17.073,26 Mar 2027 13:02:26.496,9.423,,,
,,,26 Mar 2027 14:03:48.425,26 Mar 2027 14:03:57.885,9.460,,,
,,,26 Mar 2027 14:38:03.015,26 Mar 2027 14:38:12.440,9.425,,,
,,,26 Mar 2027 15:39:34.308,26 Mar 2027 15:39:43.767,9.459,,,
,,,26 Mar 2027 16:13:48.962,26 Mar 2027 16:13:58.383,9.421,,,
,,,26 Mar 2027 17:15:20.191,26 Mar 2027 17:15:29.649,9.458,,,
,,,26 Mar 2027 17:49:34.904,26 Mar 2027 17:49:44.329,9.426,,,
,,,26 Mar 2027 18:51:06.074,26 Mar 2027 18:51:15.531,9.457,,,
,,,26 Mar 2027 19:25:20.850,26 Mar 2027 19:25:30.270,9.421,,,
,,,26 Mar 2027 20:26:51.957,26 Mar 2027 20:27:01.413,9.456,,,
,,,26 Mar 2027 21:01:06.796,26 Mar 2027 21:01:16.214,9.418,,,
,,,26 Mar 2027 22:02:37.843,26 Mar 2027 22:02:47.295,9.452,,,
,,,26 Mar 2027 22:36:52.738,26 Mar 2027 22:37:02.158,9.420,,,
,,,26 Mar 2027 23:38:23.724,26 Mar 2027 23:38:33.178,9.454,,,
,,,27 Mar 2027 00:12:38.686,27 Mar 2027 00:12:48.105,9.419,,,
,,,27 Mar 2027 01:14:09.607,27 Mar 2027 01:14:19.060,9.453,,,
,,,27 Mar 2027 01:48:24.632,27 Mar 2027 01:48:34.046,9.415,,,
,,,27 Mar 2027 02:49:55.491,27 Mar 2027 02:50:04.943,9.452,,,
,,,27 Mar 2027 03:24:10.574,27 Mar 2027 03:24:19.991,9.416,,,
,,,27 Mar 2027 04:25:41.374,27 Mar 2027 04:25:50.826,9.452,,,
,,,27 Mar 2027 04:59:56.519,27 Mar 2027 05:00:05.935,9.415,,,
,,,27 Mar 2027 06:01:27.258,27 Mar 2027 06:01:36.709,9.451,,,
,,,27 Mar 2027 06:35:42.468,27 Mar 2027 06:35:51.882,9.414,,,
,,,27 Mar 2027 07:37:13.142,27 Mar 2027 07:37:22.592,9.450,,,
,,,27 Mar 2027 08:11:28.411,27 Mar 2027 08:11:37.827,9.416,,,
,,,27 Mar 2027 09:12:59.026,27 Mar 2027 09:13:08.475,9.449,,,
,,,27 Mar 2027 09:47:14.356,27 Mar 2027 09:47:23.772,9.415,,,
,,,27 Mar 2027 10:48:44.911,27 Mar 2027 10:48:54.359,9.448,,,
,,,27 Mar 2027 11:23:00.303,27 Mar 2027 11:23:09.716,9.414,,,
,,,27 Mar 2027 12:24:30.795,27 Mar 2027 12:24:40.242,9.447,,,
,,,27 Mar 2027 12:58:46.252,27 Mar 2027 12:58:55.661,9.410,,,
,,,27 Mar 2027 14:00:16.679,27 Mar 2027 14:00:26.126,9.446,,,
,,,27 Mar 2027 14:34:32.195,27 Mar 2027 14:34:41.607,9.412,,,
,,,27 Mar 2027 15:36:02.564,27 Mar 2027 15:36:12.009,9.445,,,
,,,27 Mar 2027 16:10:18.144,27 Mar 2027 16:10:27.549,9.406,,,
,,,27 Mar 2027 17:11:48.449,27 Mar 2027 17:11:57.893,9.444,,,
,,,27 Mar 2027 17:46:04.088,27 Mar 2027 17:46:13.495,9.407,,,
,,,27 Mar 2027 18:47:34.334,27 Mar 2027 18:47:43.777,9.443,,,
,,,27 Mar 2027 19:21:50.037,27 Mar 2027 19:21:59.443,9.406,,,
,,,27 Mar 2027 20:23:20.218,27 Mar 2027 20:23:29.661,9.443,,,
,,,27 Mar 2027 20:57:35.980,27 Mar 2027 20:57:45.388,9.408,,,
,,,27 Mar 2027 21:59:06.104,27 Mar 2027 21:59:15.545,9.442,,,
,,,27 Mar 2027 22:33:21.930,27 Mar 2027 22:33:31.331,9.401,,,
,,,27 Mar 2027 23:34:51.989,27 Mar 2027 23:35:01.430,9.441,,,


