"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
6 Jan 2027 09:40:22.109,6 Jan 2027 10:41:53.075,3690.967,3 Jan 2027 17:15:16.909,3 Jan 2027 17:15:26.552,9.644,6 Jan 2027 09:06:16.510,6 Jan 2027 09:40:12.326,2035.816
6 Jan 2027 11:16:08.291,6 Jan 2027 12:17:39.311,3691.019,3 Jan 2027 17:49:24.502,3 Jan 2027 17:49:34.256,9.754,6 Jan 2027 10:42:02.747,6 Jan 2027 11:15:58.510,2035.763
6 Jan 2027 12:51:54.475,6 Jan 2027 13:53:25.545,3691.070,3 Jan 2027 18:51:03.168,3 Jan 2027 18:51:12.813,9.644,6 Jan 2027 12:17:48.983,6 Jan 2027 12:51:44.693,2035.710
6 Jan 2027 14:27:40.660,6 Jan 2027 15:29:11.780,3691.120,3 Jan 2027 19:25:10.708,3 Jan 2027 19:25:20.464,9.756,6 Jan 2027 13:53:35.218,6 Jan 2027 14:27:30.877,2035.658
6 Jan 2027 16:03:26.842,6 Jan 2027 17:04:58.013,3691.171,3 Jan 2027 20:26:49.428,3 Jan 2027 20:26:59.073,9.645,6 Jan 2027 15:29:21.453,6 Jan 2027 16:03:17.057,2035.604
6 Jan 2027 17:39:13.023,6 Jan 2027 18:40:44.245,3691.222,3 Jan 2027 21:00:56.916,3 Jan 2027 21:01:06.670,9.754,6 Jan 2027 17:05:07.688,6 Jan 2027 17:39:03.239,2035.551
6 Jan 2027 19:14:59.203,6 Jan 2027 20:16:30.477,3691.274,3 Jan 2027 22:02:35.687,3 Jan 2027 22:02:45.332,9.646,6 Jan 2027 18:40:53.920,6 Jan 2027 19:14:49.421,2035.501
6 Jan 2027 20:50:45.385,6 Jan 2027 21:52:16.710,3691.325,3 Jan 2027 22:36:43.122,3 Jan 2027 22:36:52.878,9.756,6 Jan 2027 20:16:40.153,6 Jan 2027 20:50:35.601,2035.448
6 Jan 2027 22:26:31.565,6 Jan 2027 23:28:02.941,3691.376,3 Jan 2027 23:38:21.945,3 Jan 2027 23:38:31.592,9.647,6 Jan 2027 21:52:26.387,6 Jan 2027 22:26:21.778,2035.392
7 Jan 2027 00:02:17.745,7 Jan 2027 01:03:49.171,3691.426,4 Jan 2027 00:12:29.327,4 Jan 2027 00:12:39.084,9.757,6 Jan 2027 23:28:12.618,7 Jan 2027 00:02:07.958,2035.340
7 Jan 2027 01:38:03.925,7 Jan 2027 02:39:35.400,3691.475,4 Jan 2027 01:14:08.203,4 Jan 2027 01:14:17.850,9.647,7 Jan 2027 01:03:58.848,7 Jan 2027 01:37:54.138,2035.289
7 Jan 2027 03:13:50.102,7 Jan 2027 04:15:21.630,3691.528,4 Jan 2027 01:48:15.532,4 Jan 2027 01:48:25.289,9.758,7 Jan 2027 02:39:45.079,7 Jan 2027 03:13:40.316,2035.237
